age,occupation,monthly_income,expenses,fixed_expenses,variable_expenses,has_loans,debt_amount,monthly_emi,savings,emergency_fund,invests,investment_type,risk_appetite,short_term_goals,long_term_goals,financial_health
40,Retired,165918,120495,34552,85943,True,1579249,34600,10823,226884,True,Mutual Funds,Low,Vacation,Retirement,Poor
45,Salaried,100703,49917,13077,36840,False,0,0,50786,79677,False,None,Moderate,Vacation,Start Business,Average
41,Business,179640,136288,42565,93723,True,1296522,29213,14139,287569,False,None,High,Vacation,Buy House,Poor
33,Salaried,82715,64588,16271,48317,False,0,0,18127,66046,False,None,High,Emergency Fund,Kids Education,Average
48,Retired,85769,50116,12174,37942,False,0,0,35653,54220,True,None,Low,Pay Debt,Buy House,Average
27,Business,28546,11893,5082,6811,False,0,0,16653,279484,True,Stocks,Low,Buy Car,Start Business,Good
30,Retired,34643,15462,7289,8173,False,0,0,19181,80061,False,None,Low,Pay Debt,Kids Education,Good
50,Business,175517,74427,15602,58825,True,127545,2137,98953,465182,True,None,Low,Vacation,Wealth Creation,Good
30,Business,188874,127565,73106,54459,False,0,0,61309,409016,True,Mutual Funds,High,Buy Car,Buy House,Good
42,Salaried,140350,111831,43926,67905,True,214407,39953,0,441495,False,None,Moderate,Vacation,Retirement,Poor
33,Self-employed,189142,151496,49047,102449,False,0,0,37646,461074,False,None,Low,Buy Car,Wealth Creation,Average
29,Student,13696,9235,5185,4050,True,1899559,8593,0,153587,True,Crypto,Moderate,Buy Car,Wealth Creation,Poor
40,Business,17774,7918,4614,3304,False,0,0,9856,353058,False,None,Moderate,Buy Car,Buy House,Good
41,Retired,67630,43978,13838,30140,False,0,0,23652,358207,False,None,Low,Upgrade Lifestyle,Start Business,Good
52,Student,15058,7684,4282,3402,False,0,0,7374,102743,False,None,High,Vacation,Retirement,Good
24,Retired,181306,140978,56979,83999,True,90463,25034,15294,244869,False,None,Low,Buy Car,Start Business,Poor
21,Student,37975,21450,9349,12101,True,1600221,23565,0,459472,True,Gold,High,Buy Car,Kids Education,Poor
